StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q17,Q20,Q21,Q16,Q22,Q18,Q3_1,Q3_2,Q3_3,Q3_4,Q24_1,Q24_2,Q24_3,Q24_4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q19,Q8,gender,age,Q24,Condition
2020-07-30 07:13:43,2020-07-30 07:24:21,IP Address,,100,638,True,2020-07-30 07:24:21,R_2dzsidMvDE4D0ov,,,,,,,anonymous,EN,Yes,Yes,Yes,300,,6,"Very likely
7","Very likely
7",5,6,6,6,5,"Very annoyed
7",5,6,Very reasonable7,6,5,5,4,Very reasonable7,Very reasonable7,5,5,4,"Very comfortable
7",5,6,"Very comfortable
7",3,"Very comfortable
7",6,Somewhat flexible,6,Male,45,,1
2020-07-30 07:16:19,2020-07-30 07:24:29,IP Address,,100,489,True,2020-07-30 07:24:29,R_2uILbgPThE21fPZ,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,5,4,5,4,3,5,3,4,3,4,3,5,4,5,4,5,4,5,5,6,6,5,4,5,4,5,5,4,Somewhat flexible,5,Male,47,,1
2020-07-30 07:21:52,2020-07-30 07:24:32,IP Address,,100,159,True,2020-07-30 07:24:32,R_3HFfScp17U23cAE,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,Very likely7,"Very likely
7",6,6,"Very likely
7",6,6,"Very annoyed
7","Very annoyed
7","Very much control
7",6,Very reasonable7,6,Very reasonable7,6,Very reasonable7,6,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,6,6,Somewhat flexible,"Very comfortable
7",Female,42,,2
2020-07-30 07:21:25,2020-07-30 07:24:42,IP Address,,100,197,True,2020-07-30 07:24:42,R_2bZfyrxBCM36Zqg,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Somewhat flexible,6,Male,63,,1
2020-07-30 07:23:03,2020-07-30 07:24:53,IP Address,,100,109,True,2020-07-30 07:24:53,R_d1k5QeiabUx1Dxf,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,6,5,6,6,5,6,6,6,"Very annoyed
7",6,Very reasonable7,Very reasonable7,6,6,Very reasonable7,Very reasonable7,Very reasonable7,6,Very reasonable7,5,6,5,6,6,6,6,5,5,Somewhat flexible,6,Male,25,,2
2020-07-30 07:18:48,2020-07-30 07:24:59,IP Address,,100,371,True,2020-07-30 07:24:59,R_eu3niWucjFRcHtL,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,6,6,6,5,"Very likely
7",6,5,"Very annoyed
7",6,6,5,6,6,5,Very reasonable7,6,6,Very reasonable7,6,6,5,5,"Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7",6,Somewhat flexible,6,Male,40,,2
2020-07-30 07:23:09,2020-07-30 07:24:59,IP Address,,100,110,True,2020-07-30 07:25:00,R_CfNQnzfanwvS2CR,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,Very likely7,"Very likely
7","Very likely
7","Very likely
7","Very likely
7",3,"Very annoyed
7","Very annoyed
7","Very annoyed
7",3,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Very reasonable7,Very reasonable7,3,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Not at all comfortable 
1",Male,37,,1
2020-07-30 07:21:35,2020-07-30 07:25:10,IP Address,,100,215,True,2020-07-30 07:25:10,R_3fCMoI6EsMSP2wr,,,,,,,anonymous,EN,Yes,Yes,Yes,40,,Not at all likely1,"Very likely
7",6,6,5,6,"Very annoyed
7","Very annoyed
7",6,6,Very reasonable7,Very reasonable7,6,Very reasonable7,6,6,4,4,Very reasonable7,"Very comfortable
7","Very comfortable
7",6,6,6,5,4,4,"Very comfortable
7",Somewhat flexible,6,Male,58,,1
2020-07-30 07:24:05,2020-07-30 07:25:17,IP Address,,100,72,True,2020-07-30 07:25:18,R_ugqv2BlhjkTxRmx,,,,,,,anonymous,EN,Yes,Yes,Yes,5,,4,5,4,4,4,4,4,4,4,4,4,4,4,4,Not at all reasonable1,4,Not at all reasonable1,4,4,4,3,3,4,"Not  at all comfortable
1",4,3,3,3,Somewhat flexible,4,Male,35,,1
2020-07-30 07:14:18,2020-07-30 07:25:24,IP Address,,100,665,True,2020-07-30 07:25:24,R_3G3uTL359dmkTKl,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,Very likely7,"Very likely
7",5,"Very likely
7",6,6,5,6,"Very annoyed
7","Very much control
7",6,6,6,Very reasonable7,Very reasonable7,6,5,6,5,5,"Very comfortable
7",6,5,"Very comfortable
7",6,6,6,"Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,37,,1
2020-07-30 07:23:28,2020-07-30 07:25:38,IP Address,,100,130,True,2020-07-30 07:25:38,R_1Cx7cbL3fslU0eM,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,5,5,5,6,6,6,5,4,5,6,6,6,Very reasonable7,Very reasonable7,3,Very reasonable7,6,6,6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",2,"Very comfortable
7",6,6,"Very comfortable
7",Somewhat flexible,6,Male,28,,1
2020-07-30 07:23:01,2020-07-30 07:25:38,IP Address,,100,157,True,2020-07-30 07:25:38,R_2tyt0ocMHuzohEl,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,3,5,5,4,5,5,6,4,5,6,Very reasonable7,5,6,5,Very reasonable7,Very reasonable7,5,Very reasonable7,Very reasonable7,"Very comfortable
7",3,"Very comfortable
7",4,6,6,5,"Very comfortable
7","Very comfortable
7",Somewhat flexible,4,Female,25,,1
2020-07-30 07:23:44,2020-07-30 07:25:40,IP Address,,100,116,True,2020-07-30 07:25:41,R_bsIntfLkvMAY4WR,,,,,,,anonymous,EN,Yes,Yes,Yes,,25,Not at all likely1,6,5,5,4,6,4,3,3,5,Very reasonable7,Very reasonable7,6,Very reasonable7,Not at all reasonable1,6,Not at all reasonable1,Very reasonable7,Not at all reasonable1,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",2,"Very comfortable
7",2,2,"Not  at all comfortable
1",Somewhat flexible,5,Female,32,,2
2020-07-30 07:19:32,2020-07-30 07:25:41,IP Address,,100,368,True,2020-07-30 07:25:41,R_2CVeOdrhMd1SXZZ,,,,,,,anonymous,EN,Yes,Yes,Yes,,500,6,"Very likely
7",6,5,6,6,5,"Very annoyed
7",6,6,5,6,Very reasonable7,6,Very reasonable7,5,5,6,6,6,6,"Very comfortable
7",6,5,"Very comfortable
7","Very comfortable
7",5,6,Somewhat flexible,6,Male,30,,2
2020-07-30 07:22:02,2020-07-30 07:25:44,IP Address,,100,222,True,2020-07-30 07:25:44,R_2Pv7Lls4oA5dA7W,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,Very likely7,"Very likely
7",6,"Very likely
7","Very likely
7","Very annoyed
7","Very annoyed
7",6,6,6,5,Very reasonable7,Very reasonable7,6,5,6,Very reasonable7,Very reasonable7,6,"Very comfortable
7","Very comfortable
7",5,"Very comfortable
7",6,6,"Very comfortable
7",6,"Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,35,,2
2020-07-30 07:22:57,2020-07-30 07:25:49,IP Address,,100,171,True,2020-07-30 07:25:49,R_1OPsiomE7yXXy58,,,,,,,anonymous,EN,Yes,Yes,Yes,,500,6,6,"Very likely
7",5,6,"Very annoyed
7",6,6,5,6,6,Very reasonable7,5,6,5,Very reasonable7,6,5,6,"Very comfortable
7",6,5,6,6,5,"Very comfortable
7",6,4,Somewhat flexible,6,Female,40,,2
2020-07-30 07:24:10,2020-07-30 07:25:55,IP Address,,100,104,True,2020-07-30 07:25:55,R_7Uqy8PBaYjzfPON,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,2,5,6,4,5,3,6,5,4,4,5,4,6,5,4,6,6,4,4,6,5,6,5,4,"Very comfortable
7",3,4,6,Somewhat flexible,4,Female,30,,2
2020-07-30 07:22:43,2020-07-30 07:25:55,IP Address,,100,191,True,2020-07-30 07:25:55,R_3isCC4tJGTfmove,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Not at all likely1,6,"Very likely
7",6,"Very likely
7","Very annoyed
7",6,6,"Very annoyed
7","Very much control
7",Very reasonable7,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,46,,2
2020-07-30 07:23:21,2020-07-30 07:26:01,IP Address,,100,159,True,2020-07-30 07:26:01,R_3oQLq0xOSSKktnV,,,,,,,anonymous,EN,Yes,Yes,Yes,,500,Very likely7,"Very likely
7",5,6,6,6,"Very annoyed
7",5,6,6,Very reasonable7,5,6,Very reasonable7,Very reasonable7,5,Very reasonable7,6,6,6,"Very comfortable
7","Very comfortable
7",5,5,"Very comfortable
7","Very comfortable
7",6,6,Somewhat flexible,"Very comfortable
7",Male,29,,2
2020-07-30 07:23:45,2020-07-30 07:26:05,IP Address,,100,139,True,2020-07-30 07:26:05,R_1DGBr3HpKUH3Rp7,,,,,,,anonymous,EN,Yes,Yes,Yes,5,,4,4,3,5,4,4,3,4,5,4,6,5,5,5,4,4,5,3,4,5,3,4,4,4,6,5,5,4,Somewhat flexible,5,Male,40,,1
2020-07-30 07:25:22,2020-07-30 07:26:10,IP Address,,100,48,True,2020-07-30 07:26:11,R_1F367nyUQsZFZ09,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,5,5,5,5,3,6,"Very annoyed
7",4,3,4,5,3,3,4,5,4,3,3,4,5,5,3,5,3,5,3,5,5,Somewhat flexible,4,Male,29,,2
2020-07-30 07:22:35,2020-07-30 07:26:15,IP Address,,100,220,True,2020-07-30 07:26:16,R_bQLISQs2ALkvm6Z,,,,,,,anonymous,EN,Yes,Yes,Yes,,55,6,5,"Very likely
7",6,"Very likely
7",5,5,6,"Very annoyed
7",6,Very reasonable7,Very reasonable7,6,Very reasonable7,Very reasonable7,6,6,6,Very reasonable7,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",5,6,6,"Very comfortable
7",Somewhat flexible,6,Female,49,,2
2020-07-30 07:24:13,2020-07-30 07:26:19,IP Address,,100,125,True,2020-07-30 07:26:19,R_3PdWkApbJYISjPV,,,,,,,anonymous,EN,Yes,Yes,Yes,5,,6,6,6,"Very likely
7","Very likely
7","Very annoyed
7","Very annoyed
7",6,6,6,6,Very reasonable7,Very reasonable7,6,6,Very reasonable7,Very reasonable7,6,6,6,6,6,6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",Flexible,6,Female,34,,1
2020-07-30 07:23:09,2020-07-30 07:26:20,IP Address,,100,190,True,2020-07-30 07:26:20,R_2Qn65f8EWY6ixfE,,,,,,,anonymous,EN,Yes,Yes,Yes,4,,Very likely7,"Very likely
7",6,"Very likely
7",6,5,6,6,"Very annoyed
7","Very much control
7",6,Very reasonable7,Very reasonable7,6,6,Very reasonable7,Very reasonable7,6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,67,,1
2020-07-30 07:23:16,2020-07-30 07:26:20,IP Address,,100,184,True,2020-07-30 07:26:20,R_3fCTrPl5iMyMMxQ,,,,,,,anonymous,EN,Yes,Yes,Yes,,10,4,5,5,4,4,4,5,6,5,5,4,6,5,6,6,5,5,5,5,6,6,5,5,6,5,4,4,5,Somewhat flexible,5,Male,35,,2
2020-07-30 07:24:41,2020-07-30 07:26:20,IP Address,,100,99,True,2020-07-30 07:26:21,R_3GoVrNIRjJ1lUub,,,,,,,anonymous,EN,Yes,Yes,Yes,200,,4,5,6,4,4,2,2,"Very annoyed
7","Very annoyed
7",3,4,6,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Very reasonable7,Very reasonable7,4,5,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",6,"Very comfortable
7",Somewhat flexible,2,Female,32,,1
2020-07-30 07:22:44,2020-07-30 07:26:21,IP Address,,100,217,True,2020-07-30 07:26:21,R_1Nadm0ShkL0JMkt,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Not at all likely1,"Very likely
7","Very likely
7",4,4,"Not at all annoyed
1","Not at all annoyed
1","Very annoyed
7","Very annoyed
7",5,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Not at all reasonable1,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Not  at all comfortable
1","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Not at all comfortable 
1",Female,25,,2
2020-07-30 07:20:48,2020-07-30 07:26:29,IP Address,,100,340,True,2020-07-30 07:26:29,R_1jULUVa2XcRbqq9,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,3,5,6,5,5,5,5,4,4,3,3,3,3,3,2,4,4,4,5,4,3,4,4,3,4,3,3,3,Somewhat flexible,3,Male,30,,1
2020-07-30 07:17:18,2020-07-30 07:26:34,IP Address,,100,556,True,2020-07-30 07:26:34,R_ZFafdvgGKzcY4yB,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,Not at all likely1,"Very likely
7",6,5,5,5,"Very annoyed
7",6,5,2,Not at all reasonable1,Very reasonable7,Very reasonable7,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Very reasonable7,Very reasonable7,Very reasonable7,"Not  at all comfortable
1","Very comfortable
7","Very comfortable
7","Not  at all comfortable
1","Not  at all comfortable
1","Very comfortable
7","Not  at all comfortable
1","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Not at all comfortable 
1",Female,32,,1
2020-07-30 07:19:03,2020-07-30 07:26:38,IP Address,,100,455,True,2020-07-30 07:26:39,R_d4mzOjsBxE5H4zL,,,,,,,anonymous,EN,Yes,Yes,Yes,,10,Not at all likely1,5,3,4,4,4,5,6,5,2,6,6,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,2,6,6,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",4,Somewhat flexible,4,Male,61,,2
2020-07-30 07:24:23,2020-07-30 07:26:45,IP Address,,100,141,True,2020-07-30 07:26:45,R_3hse4lZyAtfcftu,,,,,,,anonymous,EN,Yes,Yes,Yes,,400,Very likely7,6,5,"Very likely
7","Very likely
7","Very annoyed
7",6,6,"Very annoyed
7","Very much control
7",6,Very reasonable7,Very reasonable7,Very reasonable7,6,6,Very reasonable7,6,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Female,34,,2
2020-07-30 07:25:20,2020-07-30 07:26:52,IP Address,,100,92,True,2020-07-30 07:26:53,R_BRQ6aNStwjMZB2F,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,6,6,"Very likely
7",6,6,6,6,"Very annoyed
7","Very annoyed
7",6,6,6,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",4,6,6,"Very comfortable
7",6,Somewhat flexible,6,Female,30,,1
2020-07-30 07:23:47,2020-07-30 07:26:58,IP Address,,100,191,True,2020-07-30 07:26:58,R_2tDPrHCx9jZSbF8,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,Very likely7,6,6,5,"Very likely
7",6,5,6,6,"Very much control
7",Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,5,6,5,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,"Very comfortable
7",6,6,5,Somewhat flexible,"Very comfortable
7",Male,29,,1
2020-07-30 07:23:34,2020-07-30 07:27:10,IP Address,,100,216,True,2020-07-30 07:27:11,R_3dXv358KclNqt6H,,,,,,,anonymous,EN,Yes,Yes,Yes,,10,6,6,5,6,5,6,5,6,5,6,6,6,6,5,6,6,5,5,5,5,5,5,6,6,5,6,6,6,Somewhat flexible,5,Female,30,,2
2020-07-30 07:21:55,2020-07-30 07:27:25,IP Address,,100,330,True,2020-07-30 07:27:26,R_1gTvyVwgqIVoHBw,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,2,6,5,6,5,6,6,5,5,5,6,5,5,6,6,5,5,5,6,5,5,5,6,6,6,5,6,5,Somewhat flexible,5,Female,28,,1
2020-07-30 07:26:04,2020-07-30 07:27:27,IP Address,,100,82,True,2020-07-30 07:27:28,R_2YKYNgPKxrQk3bi,,,,,,,anonymous,EN,Yes,Yes,Yes,25,,Not at all likely1,3,5,4,4,6,4,6,5,5,6,Very reasonable7,Very reasonable7,6,Not at all reasonable1,6,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7","Not  at all comfortable
1",6,"Not  at all comfortable
1","Not  at all comfortable
1","Not  at all comfortable
1",Somewhat flexible,6,Female,26,,1
2020-07-30 07:25:54,2020-07-30 07:27:33,IP Address,,100,99,True,2020-07-30 07:27:33,R_77pRaL8YxdP8kU1,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,5,5,5,5,5,6,6,6,6,3,4,4,4,4,Not at all reasonable1,4,Not at all reasonable1,Not at all reasonable1,4,2,2,2,2,"Not  at all comfortable
1",2,"Not  at all comfortable
1",2,2,Somewhat flexible,2,Female,24,,2
2020-07-30 07:24:17,2020-07-30 07:27:33,IP Address,,100,196,True,2020-07-30 07:27:34,R_1mFC4GMujFSnuE1,,,,,,,anonymous,EN,Yes,Yes,Yes,,200,6,6,"Very likely
7","Very likely
7",6,"Very annoyed
7",6,6,"Very annoyed
7",6,Very reasonable7,6,6,Very reasonable7,Very reasonable7,6,Very reasonable7,6,6,6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,6,"Very comfortable
7",6,Somewhat flexible,6,Female,25,,2
2020-07-30 07:25:48,2020-07-30 07:27:42,IP Address,,100,113,True,2020-07-30 07:27:42,R_24vH5khUceqd4Rj,,,,,,,anonymous,EN,Yes,Yes,Yes,,30,Not at all likely1,"Very likely
7","Very likely
7","Very likely
7","Very likely
7",3,2,4,4,3,3,5,4,3,Not at all reasonable1,4,Not at all reasonable1,Not at all reasonable1,3,2,4,4,3,"Not  at all comfortable
1",2,2,2,2,Somewhat flexible,3,Male,31,,2
2020-07-30 07:26:26,2020-07-30 07:27:55,IP Address,,100,88,True,2020-07-30 07:27:55,R_3KPQMoYrrQ0Qn3X,,,,,,,anonymous,EN,Yes,Yes,Yes,,10,4,5,4,5,4,6,4,5,5,5,5,5,5,4,5,4,6,5,5,5,5,6,5,6,5,5,6,5,Somewhat flexible,5,Male,35,,2
2020-07-30 07:25:41,2020-07-30 07:28:00,IP Address,,100,138,True,2020-07-30 07:28:00,R_ukPkDn81R0963Ch,,,,,,,anonymous,EN,Yes,Yes,Yes,25,,3,"Very likely
7","Very likely
7",4,2,4,4,"Very annoyed
7","Very annoyed
7",2,Very reasonable7,Very reasonable7,6,6,Not at all reasonable1,6,2,2,2,"Very comfortable
7",4,5,4,"Not  at all comfortable
1","Very comfortable
7","Not  at all comfortable
1",4,"Very comfortable
7",Somewhat flexible,3,Female,53,,1
2020-07-30 07:26:11,2020-07-30 07:28:09,IP Address,,100,118,True,2020-07-30 07:28:09,R_cRMVlqiCmkdQQCZ,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,"Very likely
7","Very likely
7","Very likely
7","Very likely
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very much control
7",Very reasonable7,Very reasonable7,Very reasonable7,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",Somewhat flexible,6,Male,46,,2
2020-07-30 07:22:22,2020-07-30 07:28:15,IP Address,,100,353,True,2020-07-30 07:28:15,R_21pObaSpYP3uVRl,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,3,"Very likely
7",5,4,4,2,4,6,5,3,4,5,5,3,Not at all reasonable1,4,Not at all reasonable1,2,4,3,4,5,3,"Not  at all comfortable
1",3,"Not  at all comfortable
1",4,5,Somewhat flexible,3,Female,26,,1
2020-07-30 07:26:58,2020-07-30 07:28:17,IP Address,,100,79,True,2020-07-30 07:28:17,R_QiypkcrmXRnFHXP,,,,,,,anonymous,EN,Yes,Yes,Yes,500,,6,6,5,5,6,6,5,5,3,5,5,6,6,5,5,5,5,4,5,5,4,6,6,5,5,6,5,5,Somewhat flexible,5,Female,47,,1
2020-07-30 07:25:42,2020-07-30 07:28:23,IP Address,,100,160,True,2020-07-30 07:28:23,R_1QlRDtATioPOTWz,,,,,,,anonymous,EN,Yes,Yes,Yes,20,,5,6,4,5,5,6,3,5,4,6,4,6,3,5,5,5,Very reasonable7,4,6,3,5,6,6,"Very comfortable
7",5,4,4,5,Somewhat flexible,5,Male,26,,1
2020-07-30 07:23:24,2020-07-30 07:28:25,IP Address,,100,300,True,2020-07-30 07:28:25,R_1CKrFcqxeSs2Brx,,,,,,,anonymous,EN,Yes,Yes,Yes,50,,Not at all likely1,4,5,5,4,4,5,4,4,4,6,6,6,5,6,6,Very reasonable7,5,6,6,6,6,6,5,6,"Very comfortable
7",5,6,Somewhat flexible,5,Male,42,,1
2020-07-30 07:26:32,2020-07-30 07:28:26,IP Address,,100,114,True,2020-07-30 07:28:27,R_2TFQNs98w7FjySM,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,5,5,5,6,6,5,6,4,5,5,6,6,Very reasonable7,6,2,6,5,5,Very reasonable7,6,"Very comfortable
7","Very comfortable
7",6,3,6,6,5,"Very comfortable
7",Somewhat flexible,5,Male,29,,1
2020-07-30 07:26:23,2020-07-30 07:28:29,IP Address,,100,126,True,2020-07-30 07:28:29,R_r7SjIZKks7xPUkx,,,,,,,anonymous,EN,Yes,Yes,Yes,100,,3,5,5,5,4,5,5,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Somewhat flexible,4,Male,31,,1
2020-07-30 07:23:57,2020-07-30 07:28:30,IP Address,,100,272,True,2020-07-30 07:28:31,R_2YG2MD44yKkJkgR,,,,,,,anonymous,EN,Yes,Yes,Yes,75,,6,6,5,4,"Very likely
7",5,"Very annoyed
7",6,5,"Very much control
7",6,5,5,6,4,4,3,Very reasonable7,4,6,5,4,5,"Very comfortable
7",5,6,4,"Very comfortable
7",Somewhat flexible,6,Male,27,,1
2020-07-30 07:26:10,2020-07-30 07:28:44,IP Address,,100,154,True,2020-07-30 07:28:45,R_WlmLxBUvXkWMm0V,,,,,,,anonymous,EN,Yes,Yes,Yes,,30,Very likely7,6,"Very likely
7","Very likely
7","Very likely
7",6,"Very annoyed
7","Very annoyed
7","Very annoyed
7","Very much control
7",Very reasonable7,5,Very reasonable7,5,Very reasonable7,6,Very reasonable7,6,6,"Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,5,"Very comfortable
7",5,6,Somewhat flexible,"Very comfortable
7",Male,35,,2
2020-07-30 07:26:54,2020-07-30 07:28:54,IP Address,,100,120,True,2020-07-30 07:28:55,R_0c8PC93zks9MwIV,,,,,,,anonymous,EN,Yes,Yes,Yes,,500,6,6,6,5,"Very likely
7",5,6,6,"Very annoyed
7",6,5,6,Very reasonable7,6,Very reasonable7,5,6,6,6,6,5,6,6,5,5,6,"Very comfortable
7",5,Somewhat flexible,6,Female,40,,2
2020-07-30 07:26:20,2020-07-30 07:29:06,IP Address,,100,166,True,2020-07-30 07:29:07,R_1S9J3CTHEwkW6Pf,,,,,,,anonymous,EN,Yes,Yes,Yes,,500,6,"Very likely
7",6,"Very likely
7",6,"Very annoyed
7","Very annoyed
7",6,6,6,3,6,2,4,5,4,4,5,3,5,4,5,4,5,3,5,4,6,Somewhat flexible,5,Female,25,,2
2020-07-30 07:26:19,2020-07-30 07:29:11,IP Address,,100,171,True,2020-07-30 07:29:11,R_ePTr3iM9vS0uef7,,,,,,,anonymous,EN,Yes,Yes,Yes,,97,Very likely7,"Very likely
7","Very likely
7","Very likely
7","Very likely
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very annoyed
7","Very much control
7",6,6,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,Very reasonable7,6,6,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Female,38,,2
2020-07-30 07:27:01,2020-07-30 07:29:27,IP Address,,100,145,True,2020-07-30 07:29:27,R_1CwE5yRWOqDQQkk,,,,,,,anonymous,EN,Yes,Yes,Yes,,5,Very likely7,6,"Very likely
7","Very likely
7",6,"Very annoyed
7","Very annoyed
7",6,6,"Very much control
7",6,Very reasonable7,Very reasonable7,Very reasonable7,6,Very reasonable7,6,6,Very reasonable7,6,"Very comfortable
7",6,"Very comfortable
7","Very comfortable
7","Very comfortable
7",6,"Very comfortable
7",6,Somewhat flexible,"Very comfortable
7",Male,54,,2
2020-07-30 07:27:50,2020-07-30 07:29:36,IP Address,,100,105,True,2020-07-30 07:29:36,R_qPCi69zZeqKLtZf,,,,,,,anonymous,EN,Yes,Yes,Yes,,100,2,6,5,5,6,5,6,6,5,6,5,6,6,5,5,6,6,6,5,5,5,6,6,6,6,5,5,6,Somewhat flexible,6,Female,28,,2
2020-07-30 07:25:10,2020-07-30 07:29:38,IP Address,,100,268,True,2020-07-30 07:29:38,R_3lRIBoa5V0Xx8zc,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,6,3,5,6,4,4,6,3,5,5,6,5,4,4,5,5,6,5,5,5,4,4,5,5,4,6,4,4,Somewhat flexible,5,Male,39,,2
2020-07-30 07:26:58,2020-07-30 07:29:51,IP Address,,100,173,True,2020-07-30 07:29:52,R_SZYjBqNAd6Y88X7,,,,,,,anonymous,EN,Yes,Yes,Yes,,50,Not at all likely1,"Very likely
7","Very likely
7","Not at all likely
1","Not at all likely
1","Not at all annoyed
1","Not at all annoyed
1","Very annoyed
7","Very annoyed
7","Very much control
7",Very reasonable7,Very reasonable7,Not at all reasonable1,Very reasonable7,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,Not at all reasonable1,"Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7","Very comfortable
7",Somewhat flexible,"Very comfortable
7",Male,29,,2
